"PlayerIDP","PLocID","PlayerIDLS","SnapLocID","PDate","Snaptime","OP","H2F","Hang","Distance","Efficiency","Height","Weight","Practice","Game","precipitation","Wind","Grass","Turf","Temp"
96,2,41,1,-1.33510419503927,-0.696022428671778,-0.117968525429735,0.185954807303721,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
61,2,41,1,-1.33510419503927,-0.41334338095355,-0.00874452006681625,0.185954807303721,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,2,41,2,-1.33510419503927,-0.554682904812664,0.155091487977561,0.447595790162531,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
61,2,98,1,-1.33510419503927,0.858712333778476,0.701211514792156,0.447595790162531,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,1,41,1,-1.33510419503927,-0.272003857094436,0.318927496021941,0.513006035877232,0.710092699370107,0.511301838795004,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,3,41,1,-1.33510419503927,-0.41334338095355,0.373539498703399,0.643826527306637,-1.68801645780346,-1.00755012091482,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,1,41,3,-1.33510419503927,0.152014714482907,0.701211514792156,0.774647018736042,-0.323954368401982,-0.317162866501266,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,1,41,1,-1.33510419503927,-0.978701476390007,-0.00874452006681625,0.447595790162531,-1.75401946212934,-0.869472670032113,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
61,3,98,2,-1.33510419503927,0.434693762201135,0.591987509429237,0.513006035877232,1.43612574695477,-0.179085415618554,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
61,1,98,3,-1.33510419503927,0.858712333778476,0.755823517473617,0.513006035877232,-0.147946356866308,-0.593317768266689,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
61,1,98,2,-1.33510419503927,0.858712333778476,0.482763504066318,0.185954807303721,1.08410972388342,0.373224387912292,1,NA,NA,1,0,1.12418840733094,-0.07692083481554,1,0,1.01850129111579
96,2,41,1,-1.30474632675885,-0.41334338095355,-0.00874452006681625,0.185954807303721,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,1,-1.30474632675885,-0.130664333235322,0.537375506747779,0.70923677302134,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,1,-1.30474632675885,-0.130664333235322,0.974271528199455,1.23251873873896,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,1,-1.30474632675885,-0.554682904812664,-0.063356522748277,0.185954807303721,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
61,2,98,2,-1.30474632675885,1.1413913814967,0.810435520155075,0.447595790162531,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,3,-1.30474632675885,0.152014714482907,0.591987509429237,0.643826527306637,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,1,-1.30474632675885,-0.978701476390007,-0.00874452006681625,0.447595790162531,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,2,-1.30474632675885,-0.554682904812664,-0.00874452006681625,0.251365053018424,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,2,-1.30474632675885,-0.554682904812664,0.318927496021941,0.643826527306637,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
61,2,98,1,-1.30474632675885,0.293354238342021,0.537375506747779,0.513006035877232,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
61,2,98,3,-1.30474632675885,1.56540995307405,1.52039155501405,1.10169824730955,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
61,2,98,3,-1.30474632675885,0.434693762201135,1.02888353088091,1.03628800159485,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
61,2,98,3,-1.30474632675885,0.293354238342021,0.482763504066318,0.447595790162531,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,0.7289736023796,0.470623172150991,1,0,0.853595984813867
96,2,41,1,-1.24403059019802,-0.41334338095355,-0.336416536155573,-0.206506666984494,0.160067663321123,-0.0410079647358427,0,NA,NA,1,0,-0.410174953068394,0.470623172150991,0,1,1.45950519596893
